# %ECSV 1.0
# ---
# datatype:
# - {name: vx, unit: mas / yr, datatype: float64}
# - {name: vy, unit: mas / yr, datatype: float64}
# - {name: vz, unit: km / s, datatype: float64}
# - {name: v2xx, unit: mas2 / yr2, datatype: float64}
# - {name: v2yy, unit: mas2 / yr2, datatype: float64}
# - {name: v2zz, unit: km2 / s2, datatype: float64}
# - {name: v2xy, unit: mas2 / yr2, datatype: float64}
# - {name: v2xz, unit: km mas / (s yr), datatype: float64}
# - {name: v2yz, unit: km mas / (s yr), datatype: float64}
# - {name: sigma_x, unit: mas / yr, datatype: float64}
# - {name: sigma_y, unit: mas / yr, datatype: float64}
# - {name: sigma_z, unit: km / s, datatype: float64}
# schema: astropy-2.0
vx vy vz v2xx v2yy v2zz v2xy v2xz v2yz sigma_x sigma_y sigma_z
-0.0011468091524750859 6.165792620980144e-05 -0.001593696369997987 0.11349755461712165 0.09621901191576542 45.84205323925623 -0.0003628951853877196 0.00937989282471553 -0.011954264004819859 0.336892029359392 0.31019188918162505 6.770675793404091
0.004917350179705263 -0.0031056020607677535 0.08027170284746073 0.1192219312345199 0.11060789259300574 53.84391183562608 -0.008015480082898976 0.20717922734606373 -0.16762209171159886 0.3452502728481616 0.3325631486332271 7.33740201224848
-0.0005468932192169553 -0.0001248657415053144 0.003227453325254606 0.10394098508050975 0.09057887844954819 43.31264747541128 0.0032496673472789694 -0.0839954142706183 -0.03242618425203308 0.3223983343448234 0.30096322509252654 6.581233703414301
-0.0066375885670655775 -0.007721402896592986 0.19957810007622417 0.11624992931924163 0.1173380609125886 58.04860134861604 0.008135621333939157 -0.2102845649310199 -0.30243357616163985 0.3408898234580434 0.3424594002942496 7.616348858251309
-3.892815728323607e-05 -1.2059422703343017e-05 0.00031170458314139574 0.08262198376364388 0.07498899964544971 35.91068889047188 0.002767453342037741 -0.07153144155930496 -0.033924671743384635 0.2874403977318471 0.2738411939428033 5.992552777682658
0.009142982853194653 -0.00023368789895816054 0.006040221901314509 0.1426937701527115 0.11832093887766465 56.361450828695595 -0.00011721203035179038 0.0030296248799566027 -0.013261185828834657 0.37763762526694516 0.34397802875711486 7.507423948626784
0.0017215201911037537 -0.0017037295863973458 0.044036960439775535 0.10008172870802254 0.0993457036318748 48.83989641142202 -0.0066725889647094375 0.172468998963115 -0.2147746661556283 0.3163522800237959 0.31518693014998456 6.988415926197957
1.3531370004685775e-05 -6.346038257925283e-06 0.0001640285159950147 0.0739394228936935 0.06933386355225996 33.33446426780272 -0.0028528506129030322 0.07373873799225104 -0.04907010060942615 0.27191804410629966 0.2633132421888192 5.773600630533546
0.0011790150979592755 0.0008452165941658079 -0.021846641636967402 0.10036351183224503 0.09560049324565098 46.601253891002855 0.006448826614392026 -0.16668532657313465 -0.15332449110085328 0.3167998133769081 0.3091921390568653 6.826476149174773
0.00017669590073913434 0.0001533510561673623 -0.00396372431855214 0.08258854300379877 0.0811752211155648 39.597125054144584 0.004639586167025302 -0.11992118592379294 -0.13389394906967855 0.2873821702582772 0.28491261396964923 6.292623407056402
